t,phase,active,starting,reconnecting,failed,stopped,requests_total,rps_60s,expected_rps,non2xx_pct_60s,poll_p95_60s,poll_n_60s,heap_mb,rss_mb,threads,chat_sent,chat_delivered,dup
246.0,hold,1,0,0,0,0,115,0.47,0.46,0.00,412,20,44,76,19,24,0,0
251.0,hold,1,0,0,0,0,118,0.47,0.46,0.00,424,20,44,80,19,25,0,0
256.0,hold,1,0,0,0,0,119,0.45,0.46,0.00,424,19,45,89,19,25,0,0
261.0,hold,1,0,0,0,0,122,0.47,0.46,0.00,425,20,46,88,19,26,0,0
266.0,hold,1,0,0,0,0,124,0.47,0.46,0.00,425,20,46,89,19,26,0,0
271.1,hold,1,0,0,0,0,126,0.45,0.46,0.00,433,19,47,90,19,27,0,0
276.1,hold,1,0,0,0,0,128,0.47,0.46,0.00,537,20,48,79,19,27,0,0
281.1,hold,1,0,0,0,0,131,0.47,0.46,0.00,537,20,48,81,19,28,0,0
286.1,hold,1,0,0,0,0,132,0.45,0.46,0.00,537,19,48,81,19,28,0,0
291.1,idle,0,0,0,0,1,136,0.48,0.46,0.00,550,20,51,90,20,29,0,0
