received_ts,session,message_id,created_ts,from_session,duplicate
1789772758.093,1,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.152,16,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.303,2,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.347,17,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.512,3,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.561,18,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.726,4,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.760,19,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772758.972,20,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.123,6,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.187,21,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.316,7,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.366,22,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.516,8,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.564,23,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.728,9,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.773,24,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772759.931,10,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.160,11,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.333,12,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.543,13,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.750,14,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.932,0,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772760.954,15,d275914a-edda-4d9d-a6f8-8283d72d468a,1789772756.000,5,0
1789772764.117,1,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.117,1,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.117,1,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.117,1,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.168,16,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.168,16,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.168,16,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.168,16,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.325,2,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.325,2,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.325,2,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.325,2,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.363,17,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.363,17,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.363,17,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.363,17,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.526,3,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.526,3,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.526,3,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.526,3,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.583,18,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.583,18,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.583,18,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.583,18,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.739,4,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.739,4,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.739,4,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.769,19,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.769,19,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.769,19,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.769,19,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.952,5,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.952,5,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.952,5,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
1789772764.952,5,1caa92c1-d0f0-415f-8b45-155dc94e1e73,1789772762.000,21,0
1789772764.996,20,06ee53b7-a241-402e-b20c-1bf0d2cf26f7,1789772760.000,22,0
1789772764.996,20,79bc0e27-6112-4476-be8b-89b7b45df9d9,1789772761.000,4,0
1789772764.996,20,1cc4f930-7020-4234-9b5c-575ad0beb560,1789772761.000,15,0
